num_enhancers,r,g,AC,RC,ma,mr,noise
2,0.7,0.1,1,7,5,5,0.2747031361
10,0.66349,0.61378,1.58,4.79,4.48,4,0.4072081064
2,0.1,0.1,1,5,5,5,0.2980852439
2,0.5,0.9,1,9,5,5,0.3176112337
21,0.5,0.375,2,2.8,5.5,3,0.451892392
2,0.5,0.1,1,7,7,5,0.274303671
2,0.9,0.1,1,1,9,5,0.2516827426
2,0.1,0.5,1,9,9,5,0.3386084239
2,0.3,0.3,1,1,9,5,0.2816027751
2,0.1,0.5,1,7,7,5,0.3428087885
10,0.1,0.6,1,6,6,5,0.6748655136
2,0.5,0.9,1,7,7,5,0.3099763921
15,0.6,0.6,6,1,1,5,0.5777146542
2,0.7,0.5,1,9,3,5,0.3016787947
2,0.1,0.7,1,7,9,5,0.3469606357
2,0.9,0.9,1,3,7,5,0.2913954839
2,0.1,0.1,1,5,1,5,0.3386477413
2,0.3,0.1,1,1,7,5,0.2628993841
2,0.7,0.9,1,7,7,5,0.300896694
2,0.7,0.7,1,7,7,5,0.2947406832
2,0.3,0.7,1,5,1,5,0.3534803334
2,0.3,0.3,1,3,3,5,0.3069114095
2,0.3,0.3,1,7,5,5,0.299820671
2,0.5,0.9,1,7,9,5,0.3069528284
10,0.2,0.4,2,2,4,5,0.5750605462
2,0.9,0.5,1,3,5,5,0.2822082062
2,0.3,0.3,1,1,7,5,0.285664955
2,0.3,0.5,1,5,7,5,0.3071433404
2,0.3,0.7,1,3,1,5,0.3533987234
2,0.5,0.3,1,1,3,5,0.2861662579
10,0.2,0.2,2,2,4,5,0.3921128515
2,0.7,0.9,1,5,9,5,0.2954115128
2,0.5,0.5,1,1,5,5,0.2911115281
2,0.3,0.1,1,3,5,5,0.2727781947
2,0.5,0.1,1,9,9,5,0.2769604945
2,0.9,0.5,1,7,9,5,0.2823948621
2,0.3,0.3,1,1,1,5,0.3336975122
5,0.66958,0.4268,5.56,2.81,7.84,7.32,0.3564770512
21,0.5,0.375,5,2.8,5.5,7,0.4537197722
20,0.54798,0.72083,5.6,8.91,10.62,5.92,0.6971846282
2,0.9,0.1,1,3,1,5,0.2739980625
2,0.9,0.7,1,7,9,5,0.2851348569
2,0.3,0.3,1,9,5,5,0.3000412527
2,0.9,0.1,1,1,1,5,0.2649484737
2,0.5,0.3,1,1,9,5,0.2702542524
2,0.5,0.9,1,7,7,5,0.309297566
25,0.25402,0.67257,1.79,4.86,4.06,3,0.7027415279
2,0.5,0.1,1,9,7,5,0.2771015866
2,0.9,0.3,1,5,3,5,0.2833802848
2,0.5,0.7,1,3,7,5,0.299304588
2,0.1,0.1,1,9,1,5,0.3395383779
2,0.9,0.9,1,7,5,5,0.2994661087
2,0.5,0.9,1,3,3,5,0.3288861541
2,0.5,0.3,1,5,1,5,0.321648456
2,0.9,0.1,1,7,1,5,0.2838269607
2,0.3,0.1,1,7,3,5,0.2858388361
2,0.5,0.3,1,3,7,5,0.2807556583
2,0.7,0.7,1,1,3,5,0.3027286798
2,0.1,0.7,1,5,9,5,0.3472531704
2,0.7,0.9,1,9,5,5,0.3073602482
2,0.9,0.1,1,7,1,5,0.2834569071
2,0.7,0.7,1,7,1,5,0.338559241
2,0.3,0.7,1,1,3,5,0.3350035325
10,0.80596,0.24289,1.58,2.75,1.49,3,0.1454151372
15,0.4,0.2,2,4,4,5,0.3833987095
2,0.9,0.7,1,9,9,5,0.2857577882
2,0.7,0.3,1,1,1,5,0.30182959
2,0.9,0.9,1,3,9,5,0.2875633393
2,0.3,0.7,1,7,1,5,0.3535529271
2,0.9,0.7,1,9,3,5,0.3041862464
2,0.7,0.3,1,1,7,5,0.2660461933
2,0.7,0.9,1,5,1,5,0.3455052832
2,0.1,0.9,1,5,9,5,0.3515011709
10,0.1,0.1,6,6,6,5,0.6095728161
2,0.5,0.9,1,1,9,5,0.2987791424
2,0.3,0.3,1,7,7,5,0.2939409891
2,0.1,0.5,1,1,3,5,0.3532095191
10,0.71613,0.53342,4.29,2.97,4.78,3,0.5187790342
2,0.3,0.9,1,7,3,5,0.3455292643
2,0.7,0.7,1,7,7,5,0.2950440875
15,0.94461,0.12979,3.14,1.61,3.82,4,0.04044815462
2,0.7,0.9,1,3,1,5,0.3439915497
2,0.40731,0.26201,1.79,3.04,3.15,4,0.3105463409
15,0.6,0.1,6,1,6,5,0.04460752705
2,0.3,0.7,1,7,3,5,0.3383168903
2,0.7,0.9,1,3,5,5,0.303381686
5,0.4,0.4,4,2,2,5,0.4618401033
21,0.5,0.375,8,2.8,5.5,1,0.8105313006
2,0.7,0.9,1,3,7,5,0.2980254523
2,0.1,0.5,1,1,3,5,0.353149288
10,0.95388,0.86345,3.85,9.98,9.21,3.49,0.6291725636
2,0.5,0.5,1,5,7,5,0.2921391157
5,0.1366,0.45015,9.46,5.99,4.17,10.2,0.5819815731
5,0.4,0.4,4,4,2,5,0.5212088411
2,0.50642,0.21029,7.93,4.5,7.1,8.42,0.31476681
5,0.4,0.4,4,2,4,5,0.4007734408
2,0.1,0.9,1,1,1,5,0.3175748476
2,0.9,0.7,1,7,7,5,0.2885218968
15,0.33865,0.25208,2.89,3.87,3.08,4,0.5276709284
2,0.7,0.9,1,7,7,5,0.3012553714
15,0.33905,0.40408,4.6,10.18,1.91,8.04,0.6840585325
2,0.1,0.1,1,9,9,5,0.2905886492
2,0.5,0.9,1,1,3,5,0.3249302063
2,0.9,0.3,1,3,7,5,0.2720693362
2,0.9,0.5,1,5,9,5,0.2793833331
10,0.4,0.4,2,2,4,5,0.3951468695
21,2,10,0.2,0.2,0.2,0.6,0.4475987727
2,0.9,0.9,1,5,9,5,0.289382181
2,0.5,0.1,1,5,3,5,0.2745847351
2,0.3,0.1,1,5,9,5,0.273648151
2,0.7,0.1,1,1,7,5,0.2553619837
2,0.1,0.9,1,5,5,5,0.3528514769
2,0.9,0.1,1,9,3,5,0.2772796071
2,0.9,0.3,1,9,5,5,0.2816388741
2,0.3,0.7,1,3,9,5,0.3115653795
2,0.5,0.1,1,5,7,5,0.2710835445
2,0.1,0.9,1,3,3,5,0.3469515503
5,0.6,0.1,6,1,1,5,0.14343293
2,0.3,0.7,1,7,7,5,0.318639655
2,0.7,0.9,1,5,7,5,0.2998934634
2,0.1,0.7,1,3,5,5,0.3532384734
2,0.5,0.7,1,9,5,5,0.3098783067
2,0.5,0.7,1,7,1,5,0.3479463613
2,0.3,0.9,1,9,1,5,0.3522069868
2,0.5,0.1,1,7,1,5,0.2927912635
2,0.3,0.9,1,9,5,5,0.3358492801
2,0.7,0.1,1,1,7,5,0.2546059879
2,0.5,0.3,1,3,1,5,0.3177852942
2,0.7,0.9,1,3,5,5,0.3054323747
2,0.3,0.5,1,5,5,5,0.3147049396
2,0.3,0.9,1,7,3,5,0.3453370597
2,0.5,0.5,1,7,3,5,0.3106230264
15,0.4,0.2,2,4,4,5,0.4236214414
5,0.2,0.2,2,2,2,5,0.4258794354
2,0.3,0.9,1,7,1,5,0.3521788897
2,0.1,0.3,1,1,9,5,0.3169370894
2,0.9,0.7,1,5,9,5,0.2847114573
2,0.5,0.9,1,1,3,5,0.3249410914
2,0.9,0.5,1,1,9,5,0.2682019232
2,0.5,0.7,1,3,3,5,0.3192965844
10,0.96221,0.62859,7.99,1.63,2.15,10.07,0.3521247149
5,0.10138,0.22633,9.43,6.33,5.32,4.21,0.6068864099
2,0.1,0.7,1,9,5,5,0.3533175965
2,0.1,0.5,1,5,3,5,0.353425259
2,0.9,0.3,1,5,5,5,0.2789247741
10,0.4,0.2,2,2,4,5,0.2265352581
2,0.3,0.5,1,7,5,5,0.3150422263
2,0.9,0.1,1,9,3,5,0.2779503041
2,0.5,0.3,1,3,3,5,0.2921028696
2,0.9,0.5,1,7,7,5,0.2835991346
2,0.1,0.7,1,9,3,5,0.3517365966
2,0.9,0.9,1,3,9,5,0.2872549116
2,0.7,0.9,1,7,5,5,0.3071562723
10,0.4,0.4,2,4,2,5,0.5927464963
2,0.7,0.7,1,9,1,5,0.3396443328
2,0.9,0.9,1,3,1,5,0.3375093453
2,0.3,0.5,1,3,1,5,0.3501499662
2,0.3,0.1,1,7,3,5,0.2840094406
2,0.1,0.3,1,9,9,5,0.3227028713
2,0.3,0.3,1,3,1,5,0.3366672319
2,0.7,0.1,1,1,7,5,0.2554214286
2,0.7,0.3,1,7,1,5,0.3130033229
10,0.1,0.6,1,6,1,5,0.4159245591
5,0.6,0.1,6,1,1,5,0.1642044365
20,0.59068,0.15542,4.27,2,3.35,4,0.0752291976
2,0.9,0.5,1,1,7,5,0.2701872618
2,0.3,0.3,1,9,5,5,0.3009983177
2,0.1,0.5,1,5,5,5,0.3487456313
5,0.65898,0.41624,4.87,5.97,10.27,1.74,0.5525839489
10,0.32654,0.132,9.35,7.07,8.06,1.34,0.8103647608
2,0.87724,0.75141,2.93,2.7,9.6,2.05,0.3248760205
2,0.9,0.3,1,7,1,5,0.3042819228
2,0.5,0.1,1,1,1,5,0.2768222721
5,0.1,0.1,6,1,1,5,0.465333321
2,0.3,0.7,1,3,5,5,0.3246211631
10,0.21794,0.95945,3.83,2.42,5.72,1.87,0.6081379339
2,0.1,0.1,1,9,1,5,0.3394987621
5,0.1982,0.3584,9.56,3.6,8.85,8.2,0.4948591626
2,0.5,0.9,1,3,1,5,0.3509467726
20,0.5397,0.18166,3.6,5.93,4.56,4.04,0.5232918921
2,0.25055,0.93907,10.74,3.64,4.95,1.49,0.3440985328
2,0.9,0.1,1,1,5,5,0.253901363
2,0.3,0.1,1,3,9,5,0.2694754659
2,0.7,0.7,1,3,1,5,0.3364987132
2,0.5,0.3,1,5,7,5,0.2826805139
10,0.81831,0.67245,1.81,5.21,5.82,9.88,0.3280522155
2,0.1,0.1,1,5,5,5,0.2989960916
2,0.9,0.3,1,5,5,5,0.277398273
2,0.9,0.3,1,1,3,5,0.2700756307
2,0.9,0.3,1,9,5,5,0.2817908682
2,0.1,0.7,1,7,5,5,0.3533946109
2,0.1,0.3,1,9,5,5,0.3355463696
2,0.9,0.7,1,1,5,5,0.2827176382
2,0.5,0.7,1,1,3,5,0.3158089423
2,0.3,0.9,1,9,3,5,0.3463379202
2,0.3,0.7,1,5,9,5,0.312893814
2,0.1,0.7,1,3,7,5,0.3501146814
2,0.7,0.1,1,5,9,5,0.2689058806
5,0.6,0.1,1,6,1,5,0.273004187
2,0.7,0.7,1,1,1,5,0.333571608
2,0.1,0.1,1,3,3,5,0.307985393
2,0.1,0.9,1,7,9,5,0.3516705631
2,0.7,0.9,1,5,7,5,0.2985278896
2,0.3,0.7,1,1,9,5,0.3062877276
2,0.3,0.1,1,1,7,5,0.2618801863
2,0.9,0.5,1,9,3,5,0.2959980877
2,0.5,0.5,1,7,3,5,0.3093786638
2,0.5,0.9,1,7,9,5,0.306125342
2,0.3,0.1,1,3,7,5,0.2709323932
15,0.1,0.6,6,1,6,5,0.6015262268
15,0.1,0.1,6,1,1,5,0.5698340316
2,0.3,0.5,1,3,9,5,0.3017614773
2,0.9,0.1,1,1,5,5,0.254875152
25,0.86845,0.21414,10.87,3.74,7.3,8.21,0.2641457907
2,0.97955,0.60879,1.49,3.89,9.66,5.05,0.2950586324
2,0.1,0.9,1,9,3,5,0.3465587731
2,0.7,0.9,1,7,3,5,0.318258633
2,0.3,0.5,1,9,1,5,0.3509438034
2,0.3,0.9,1,1,5,5,0.3318051293
15,0.2,0.2,2,4,2,5,0.6707301281
2,0.5,0.1,1,5,9,5,0.2705636423
2,0.9,0.5,1,3,5,5,0.2814700619
10,0.93326,0.84997,9.79,6.84,1.66,3.99,0.639643074
2,0.7,0.1,1,7,3,5,0.2764003317
2,0.5,0.1,1,3,5,5,0.2682018159
10,0.2,0.4,2,2,2,5,0.5941686758
15,0.36193,0.25928,2.72,3.36,3.5,2,0.5946682048
2,0.1,0.3,1,3,5,5,0.3342919652
10,0.2,0.2,4,4,2,5,0.6807272173
10,0.6,0.6,1,1,6,5,0.1597204196
2,0.1,0.7,1,1,3,5,0.3523446635
2,0.3,0.5,1,7,1,5,0.3502936645
2,0.7,0.9,1,7,7,5,0.2998813452
15,0.2,0.2,2,4,4,5,0.4643530525
2,0.9,0.7,1,5,5,5,0.292601976
2,0.1,0.1,1,1,5,5,0.2902243819
20,0.44118,0.68641,6.42,2.25,1.6,8.23,0.6749349289
2,0.3,0.9,1,3,9,5,0.3191203254
2,0.3,0.9,1,5,9,5,0.3210994003
2,0.7,0.9,1,1,5,5,0.2998183844
2,0.7,0.3,1,7,7,5,0.2805351957
2,0.7,0.9,1,3,3,5,0.3150372492
2,0.9,0.7,1,9,3,5,0.3044146005
25,0.29069,0.7891,2,9.14,10.28,5.88,0.6607769479
2,0.7,0.7,1,7,1,5,0.3379805086
2,0.7,0.3,1,9,9,5,0.2802504574
2,0.9,0.7,1,3,7,5,0.2851035523
2,0.1,0.9,1,9,1,5,0.3147207398
2,0.52454,0.16256,2.58,3.74,3.7,2,0.3142694324
2,0.7,0.5,1,7,9,5,0.2857617612
2,0.3,0.3,1,7,3,5,0.3109141905
2,0.1,0.5,1,9,3,5,0.353421513
5,0.6,0.6,1,6,6,5,0.3072227967
2,0.5,0.1,1,9,1,5,0.2933048435
2,0.9,0.9,1,9,1,5,0.33911206
2,0.5,0.9,1,9,7,5,0.311349923
10,0.10187,0.69864,7.14,3.68,3.58,8.96,0.5065014259
2,0.1,0.3,1,5,9,5,0.3216939746
2,0.7,0.5,1,7,7,5,0.2861380684
2,0.5,0.5,1,3,1,5,0.336610293
2,0.7,0.9,1,3,5,5,0.3048860773
2,0.5,0.5,1,5,3,5,0.3085772569
25,0.15928,0.10781,1.8,3.57,4.26,1,0.6881613607
15,0.22034,0.51993,6.29,9.91,9.25,5.3,0.7852953828
2,0.3,0.1,1,5,5,5,0.2777134367
2,0.7,0.9,1,9,1,5,0.3468405638
15,0.4,0.2,2,4,2,5,0.4838138988
2,0.7,0.3,1,9,3,5,0.2899620533
5,0.6711,0.38455,1.17,2.66,3.86,4,0.2650501424
21,2,6,0.2,0.6,0.2,0.2,0.4863710636
2,0.3,0.5,1,3,9,5,0.3007382328
2,0.9,0.7,1,9,5,5,0.2944452827
15,0.2,0.4,2,4,4,5,0.6448063273
10,0.6,0.6,6,6,1,5,0.6522688414
10,0.4,0.2,4,2,2,5,0.2735820659
2,0.1,0.1,1,5,1,5,0.3380844251
2,0.1,0.3,1,1,9,5,0.3165702754
2,0.5,0.1,1,7,5,5,0.2749833663
2,0.1,0.7,1,9,1,5,0.3264003425
2,0.3,0.9,1,5,7,5,0.3261140954
2,0.5,0.7,1,3,7,5,0.3011273256
2,0.5,0.7,1,9,9,5,0.2981214281
15,0.4,0.2,4,4,4,5,0.4819389301
2,0.7,0.3,1,7,5,5,0.2822038891
2,0.7,0.5,1,9,5,5,0.2940432154
2,0.5,0.1,1,1,3,5,0.2624683047
10,0.6,0.6,1,6,1,5,0.661536054
15,0.2,0.4,2,4,4,5,0.7038484252
21,0.1,10,1,1,1,10,0.2192959777
2,0.3,0.9,1,9,5,5,0.3353373512
2,0.7,0.3,1,5,9,5,0.2761875595
2,0.3,0.7,1,5,3,5,0.3378478983
2,0.3,0.7,1,3,7,5,0.3170259007
2,0.3,0.5,1,7,9,5,0.3031964873
2,0.7,0.7,1,1,3,5,0.3015135629
2,0.1,0.9,1,1,7,5,0.3532621702
2,0.5,0.5,1,5,1,5,0.3379325187
2,0.9,0.1,1,1,1,5,0.2656864032
25,0.58408,0.56907,4.8,4.8,2.41,10.47,0.6944460246
25,0.38628,0.75145,9.63,2.14,3.11,5.81,0.694095223
2,0.7,0.7,1,3,1,5,0.3372948765
2,0.7,0.5,1,9,1,5,0.3293571277
2,0.3,0.7,1,1,9,5,0.3073735816
5,0.4,0.2,4,4,2,5,0.4389561681
2,0.9,0.9,1,9,7,5,0.2956564265
5,0.47063,0.29048,8.58,1.79,5.46,6.15,0.3304768844
2,0.7,0.9,1,1,7,5,0.2929363405
2,0.3,0.1,1,5,3,5,0.2823954087
10,0.22345,0.36376,2.66,4.2,4.43,2,0.6930920325
2,0.5,0.1,1,9,5,5,0.2788717888
2,0.5,0.5,1,3,1,5,0.3369790547
2,0.1,0.7,1,1,1,5,0.3292724872
2,0.7,0.1,1,3,7,5,0.2639085898
2,0.7,0.1,1,5,9,5,0.2701072971
2,0.1,0.7,1,1,3,5,0.3523779267
10,0.29758,0.18647,6.64,6.71,5.37,8.84,0.5370716464
2,0.7,0.1,1,7,3,5,0.2774709134
5,0.2,0.4,2,4,2,5,0.5439053936
2,0.1,0.1,1,1,1,5,0.3341305591
2,0.9,0.9,1,3,7,5,0.2906713226
2,0.3,0.9,1,3,9,5,0.318854634
10,0.6,0.6,1,1,1,5,0.5293839197
5,0.6,0.6,6,1,6,5,0.2955013334
2,0.7,0.3,1,5,1,5,0.3083456229
2,0.7,0.5,1,7,5,5,0.2909401478
2,0.9,0.5,1,7,5,5,0.2866808149
2,0.9,0.1,1,5,3,5,0.2725582712
2,0.5,0.7,1,9,5,5,0.3096941439
2,0.9,0.3,1,5,5,5,0.2774366296
15,0.4,0.2,2,2,4,5,0.2000561105
2,0.1,0.5,1,5,1,5,0.3403929827
5,0.1,0.1,1,1,1,5,0.4504177514
2,0.1,0.1,1,3,7,5,0.2899401934
25,0.6663,0.74336,9.86,9.74,9.26,2.17,0.9897888555
10,0.35784,0.52761,3.66,10.56,2.57,7.76,0.6678814498
2,0.1,0.7,1,5,5,5,0.3532218626
2,0.9,0.9,1,5,9,5,0.2896850298
2,0.3,0.1,1,1,1,5,0.2918273635
5,0.43381,0.36347,1.74,4.88,5.99,4.44,0.3801802828
15,0.6,0.1,1,1,6,5,0.05210794224
2,0.34798,0.20298,1.68,2.49,4.53,4,0.3004296744
2,0.3,0.7,1,1,5,5,0.3218989091
10,0.5047,0.62742,7.03,10.75,3.47,5.86,0.7577604672
2,0.32235,0.67701,2.79,6.45,6.35,9.88,0.3264270366
10,0.6,0.6,1,6,1,5,0.6383286507
2,0.9,0.1,1,7,3,5,0.2745204763
2,0.3,0.3,1,1,9,5,0.2817612817
2,0.9,0.9,1,1,1,5,0.3331293119
2,0.1,0.1,1,7,7,5,0.2942815272
15,0.6,0.6,1,1,1,5,0.5977454908
10,0.4,0.2,2,4,2,5,0.4438713365
2,0.7,0.7,1,9,9,5,0.2903175813
5,0.2,0.4,4,2,2,5,0.5358122138
15,0.2,0.2,4,4,2,5,0.7676199253
2,0.3,0.9,1,3,1,5,0.3523601472
15,0.1,0.1,6,1,6,5,0.3028406501
2,0.7,0.3,1,3,1,5,0.3077390327
15,0.33213,0.11178,3.21,3.58,3.81,9.67,0.229803542
2,0.1,0.1,1,7,3,5,0.3107715353
2,0.5,0.3,1,1,3,5,0.2849943969
10,0.2,0.4,4,4,4,5,0.7077404189
2,0.1,0.9,1,9,7,5,0.3532600551
21,0.1,0.1,1,10,100,10,0.2699252222
2,0.3,0.1,1,1,7,5,0.2629415819
15,0.6,0.6,6,6,1,5,0.585780172
2,0.1,0.9,1,5,5,5,0.3528756583
2,0.1,0.7,1,5,1,5,0.32792545
2,0.3,0.5,1,1,1,5,0.3487185879
10,0.4,0.4,2,2,4,5,0.3514459336
2,0.9,0.9,1,1,9,5,0.2801485402
20,0.24907,0.2256,4.65,6.27,8.95,1.63,0.8585868561
2,0.9,0.3,1,7,9,5,0.2762066945
2,0.5,0.7,1,3,5,5,0.3063788778
2,0.3,0.1,1,7,5,5,0.2802971236
5,0.2,0.4,2,4,4,5,0.4920223527
2,0.3,0.3,1,3,1,5,0.3365305915
2,0.1,0.1,1,1,7,5,0.2848718356
2,0.3,0.5,1,5,3,5,0.3265183037
2,0.9,0.7,1,1,9,5,0.2757371133
2,0.9,0.5,1,7,5,5,0.2864280958
2,0.5,0.7,1,9,7,5,0.3025077754
2,0.1,0.7,1,9,1,5,0.3267273934
2,0.5,0.9,1,3,5,5,0.3155861979
2,0.7,0.7,1,3,7,5,0.2905491053
2,0.1,0.3,1,7,9,5,0.322136882
2,0.1,0.3,1,1,7,5,0.3236006697
2,0.9,0.5,1,1,1,5,0.3092045106
2,0.7,0.3,1,5,1,5,0.3091753965
15,0.24019,0.63565,4.46,1.4,3.86,3.03,0.6359966058
2,0.7,0.9,1,1,5,5,0.2990404789
2,0.3,0.5,1,3,9,5,0.3008398865
15,0.1,0.1,1,1,1,5,0.5702704613
2,0.9,0.3,1,1,3,5,0.2714575967
2,0.5,0.9,1,7,7,5,0.3097212084
10,0.4,0.4,2,2,2,5,0.440760479
25,0.45739,0.45352,3.11,8.29,5.77,2.08,0.7973718966
2,0.7,0.3,1,5,1,5,0.3085227575
5,0.76373,0.77902,6.23,7.14,2.79,7.3,0.5371984284
2,0.3,0.5,1,3,3,5,0.3256848656
2,0.3,0.9,1,9,7,5,0.3272937678
2,0.9,0.9,1,5,7,5,0.2928001948
10,0.1,0.1,1,1,1,5,0.5626595928
5,0.2,0.4,2,4,2,5,0.5381865556
5,0.1204,0.51381,5.57,7.09,3.79,9.36,0.5596664332
2,0.3,0.3,1,9,3,5,0.3120653599
2,0.1,0.7,1,5,9,5,0.3468137525
2,0.3,0.3,1,5,7,5,0.2935463416
5,0.4,0.4,2,2,2,5,0.4216276726
21,0.5,0.375,8,2.8,5.5,2,0.7637341171
15,0.81012,0.53394,4.63,1.45,2.68,4,0.2854634853
2,0.7,0.7,1,5,3,5,0.3090353432
2,0.9,0.5,1,7,5,5,0.2866260477
2,0.1,0.3,1,5,1,5,0.3523330174
2,0.9,0.5,1,9,9,5,0.2829779108
2,0.7,0.9,1,1,3,5,0.3115888861
15,0.6,0.6,1,1,6,5,0.07534860857
25,0.59069,0.21477,7.43,8.36,1.22,2.98,0.7995699829
2,0.9,0.9,1,3,5,5,0.2966334641
2,0.5,0.9,1,9,7,5,0.3106490574
5,0.1,0.1,1,6,6,5,0.323259212
10,0.4,0.4,4,4,4,5,0.5701927689
2,0.20592,0.30668,9.05,7.16,1.19,1.94,0.3524271112
2,0.1,0.5,1,3,5,5,0.3486932138
2,0.3,0.1,1,5,7,5,0.274121921
10,0.6,0.1,6,1,1,5,0.08985187857
2,0.1,0.7,1,9,7,5,0.3508143544
2,0.3,0.9,1,9,9,5,0.3218993856
25,0.57648,0.49421,3.56,6.55,1.71,9.13,0.7586599512
2,0.9,0.3,1,7,3,5,0.284883996
20,0.37596,0.96543,9.08,3.92,5.53,8.35,0.8152959551
2,0.1,0.1,1,3,5,5,0.296995295
2,0.9,0.3,1,5,7,5,0.2748034499
2,0.5,0.9,1,9,3,5,0.3299914495
2,0.3,0.3,1,9,1,5,0.3386013877
2,0.1,0.1,1,3,3,5,0.3076935905
5,0.6,0.6,1,1,6,5,0.2090946817
2,0.3,0.3,1,7,5,5,0.2989344918
2,0.7,0.5,1,9,9,5,0.2861579457
2,0.9,0.3,1,9,1,5,0.3058785597
2,0.1,0.3,1,3,9,5,0.3202904087
20,0.58516,0.71182,5.86,3.32,8.36,1.32,0.8998877616
10,0.1,0.1,1,6,1,5,0.6524912396
2,0.3,0.7,1,5,1,5,0.3535526994
2,0.3,0.9,1,1,9,5,0.3178835243
2,0.9,0.9,1,1,7,5,0.2840896339
10,0.24865,0.51358,1.35,4.52,2.85,4,0.6859025766
2,0.7,0.1,1,1,9,5,0.253697301
2,0.1,0.5,1,1,7,5,0.341062805
2,0.3,0.3,1,1,3,5,0.3040392796
15,0.78184,0.10527,5.85,8.34,3.32,7.86,0.4881331538
20,0.66912,0.18779,4.83,3.19,2.11,1,0.565406833
2,0.3,0.7,1,7,9,5,0.3128263412
2,0.1,0.5,1,3,3,5,0.3533852142
2,0.7,0.1,1,1,5,5,0.2571077399
2,0.7,0.9,1,9,3,5,0.3179819098
2,0.7,0.9,1,3,1,5,0.3447247076
2,0.7,0.9,1,5,5,5,0.3063866124
2,0.1,0.1,1,1,1,5,0.3332396797
2,0.5,0.7,1,5,7,5,0.3017624552
2,0.9,0.7,1,3,3,5,0.299965867
25,0.45789,0.36172,9.34,5.95,3.33,9.98,0.7509156428
21,0.5,0.375,10,2.8,5.5,4,0.6979810705
10,0.74937,0.63118,3.59,4.55,4.26,2,0.6718864732
2,0.9,0.5,1,3,1,5,0.3163384565
2,0.5,0.7,1,9,3,5,0.3206504501
2,0.9,0.3,1,1,7,5,0.2631936024
15,0.1,0.1,6,1,1,5,0.6200013837
5,0.1,0.6,1,6,1,5,0.4198281457
21,2,2,0.2,0.6,1,0.2,0.5518085844
2,0.3,0.3,1,7,7,5,0.2949430816
2,0.1,0.1,1,1,9,5,0.2806181785
2,0.1,0.9,1,3,3,5,0.3470376697
2,0.5,0.5,1,5,5,5,0.2983367365
2,0.1,0.7,1,5,3,5,0.3518155635
2,0.1,0.9,1,3,9,5,0.3514568701
25,0.90847,0.37597,7.62,1.47,6.59,8.86,0.2079357432
2,0.9,0.5,1,1,9,5,0.2690914809
10,0.2,0.4,4,2,4,5,0.6517264654
5,0.1,0.1,1,6,6,5,0.3160324299
2,0.1,0.3,1,3,1,5,0.3526005301
2,0.1,0.9,1,5,7,5,0.35331618
2,0.1,0.5,1,1,7,5,0.341363288
2,0.7,0.5,1,5,7,5,0.2861069183
2,0.5,0.1,1,7,5,5,0.2766581388
2,0.7,0.7,1,3,7,5,0.2905236939
2,0.9,0.5,1,3,1,5,0.3153122526
2,0.3,0.5,1,5,3,5,0.3272342635
10,0.2,0.2,4,2,4,5,0.4517438579
2,0.5,0.5,1,3,9,5,0.2865673009
2,0.1,0.7,1,3,5,5,0.3530672051
2,0.1,0.3,1,5,3,5,0.3462015359
20,0.44456,0.56727,2.29,2.8,2.27,3,0.6941449652
2,0.3,0.7,1,9,3,5,0.3380133813
2,0.1,0.3,1,5,5,5,0.3336356723
2,0.5,0.5,1,7,7,5,0.2941884984
2,0.1,0.7,1,9,3,5,0.3514009469
10,0.6,0.6,6,6,6,5,0.6218006065
2,0.9,0.3,1,9,5,5,0.2823184625
2,0.7,0.5,1,1,9,5,0.2723987717
2,0.5,0.3,1,1,3,5,0.2864256584
2,0.5,0.1,1,1,3,5,0.2622110681
2,0.5,0.1,1,7,5,5,0.2764113703
2,0.5,0.9,1,7,3,5,0.3307467976
2,0.9,0.5,1,9,7,5,0.2835034852
2,0.3,0.5,1,3,3,5,0.3255918437
2,0.5,0.3,1,3,5,5,0.2840619618
2,0.5,0.5,1,3,7,5,0.2900974678
10,0.2,0.4,4,2,4,5,0.6350088771
2,0.3,0.1,1,5,9,5,0.2734507569
2,0.3,0.1,1,3,7,5,0.271542101
2,0.7,0.9,1,3,7,5,0.2971015174
2,0.7,0.1,1,9,9,5,0.2741724738
2,0.7,0.5,1,3,7,5,0.2821098693
2,0.7,0.3,1,3,7,5,0.2749871608
2,0.3,0.9,1,3,1,5,0.3525161074
20,0.47337,0.86459,3.81,6.6,3.46,8.8,0.656593064
5,0.18031,0.37961,9.04,6.23,10.18,4.58,0.5854687031
2,0.9,0.5,1,5,1,5,0.3187195319
2,0.1,0.5,1,1,1,5,0.3436048371
20,0.21142,0.57889,1.64,5.17,10.73,3.47,0.6073655152
5,0.26591,0.35269,1.87,3.08,1.48,2,0.5353185992
2,0.1,0.1,1,3,1,5,0.3366558415
2,0.3,0.9,1,3,1,5,0.3527489021
2,0.1,0.5,1,7,9,5,0.3379468586
2,0.3,0.3,1,1,7,5,0.2843053403
2,0.9,0.9,1,7,1,5,0.3395454735
2,0.1,0.5,1,5,9,5,0.3379833295
2,0.7,0.3,1,3,7,5,0.2752881112
2,0.5,0.5,1,1,7,5,0.2852886009
10,0.1,0.1,6,1,6,5,0.224743675
20,0.75142,0.39503,7.35,6,3.55,4.83,0.7747666951
2,0.1,0.1,1,5,3,5,0.3088682762
2,0.3,0.5,1,7,5,5,0.3158839889
